name,id,recclass,mass (g),year,reclat,reclong,GeoLocation
Phu Hong,18809,H4,500,1887,11.25,108.58333,"(11.25, 108.58333)"
Phum Sambo,18811,H4,7800,1933,12,105.48333,"(12.0, 105.48333)"
Phuoc-Binh,18812,L5,11000,1941,15.71667,108.1,"(15.71667, 108.1)"
Piancaldoli,18813,LL3.4,13.1,1968,44.24417,11.50222,"(44.24417, 11.50222)"
Picote,18816,Stone-uncl,,1843,41.36667,-6.23333,"(41.36667, -6.23333)"
Pillistfer,18822,EL6,23250,1863,58.66667,25.73333,"(58.66667, 25.73333)"
Piplia Kalan,18831,Eucrite-mmict,42000,1996,26.03472,73.94167,"(26.03472, 73.94167)"
Piquetberg,18832,H,37,1881,-32.86667,18.71667,"(-32.86667, 18.71667)"
Pirgunje,18834,L6,842,1882,25.8,88.45,"(25.8, 88.45)"
Pirthalla,18835,H6,1161,1884,29.58333,76,"(29.58333, 76.0)"
Pitts,18837,"Iron, IAB-ung",3760,1921,31.95,-83.51667,"(31.95, -83.51667)"
Plantersville,18846,H6,2085,1930,30.7,-96.11667,"(30.7, -96.11667)"
Pleşcoi,51706,L5-6,6913,2008,45.275,26.70972,"(45.275, 26.70972)"
Ploschkovitz,18849,L5,39,1723,50.53333,14.11667,"(50.53333, 14.11667)"
Pnompehn,18851,L6,96,1868,11.58333,104.91667,"(11.58333, 104.91667)"
Dominion Range 03240,32592,LL5,290.9,2002,,,
Pohlitz,18853,L5,3000,1819,50.93333,12.13333,"(50.93333, 12.13333)"
Pokhra,18858,H5,350,1866,26.71667,82.66667,"(26.71667, 82.66667)"
Pollen,18860,CM2,253.6,1942,66.34833,14.015,"(66.34833, 14.015)"
Pontlyfni,18865,Winonaite,157,1931,53.03639,-4.31944,"(53.03639, -4.31944)"
Portales Valley,18874,H6,71400,1998,34.175,-103.295,"(34.175, -103.295)"
Portugal,18876,Stone-uncl,4500,1796,38.5,-8,"(38.5, -8.0)"
Po-wang Chen,18879,LL,665,1933,31.41667,118.5,"(31.41667, 118.5)"
Prambachkirchen,18883,L6,2125,1932,48.3025,13.94083,"(48.3025, 13.94083)"
Pribram,18887,H5,5555,1959,49.66667,14.03333,"(49.66667, 14.03333)"
Pricetown,18888,L6,900,1893,39.11667,-83.85,"(39.11667, -83.85)"
Puerto Lápice,45984,Eucrite-br,500,2007,39.35,-3.51667,"(39.35, -3.51667)"
Pulsora,18899,H5,560,1863,23.36667,75.18333,"(23.36667, 75.18333)"
Pultusk,18901,H5,250000,1868,52.76667,21.26667,"(52.76667, 21.26667)"
Punganaru,18902,Stone-uncl,100,1811,13.33333,78.95,"(13.33333, 78.95)"
Putinga,18905,L6,300000,1937,-29.03333,-53.05,"(-29.03333, -53.05)"
Qidong,18907,L/LL5,1275,1982,32.08333,121.5,"(32.08333, 121.5)"
Qingzhen,18908,EH3,2600,1976,26.53333,106.46667,"(26.53333, 106.46667)"
Queen's Mercy,22357,H6,7000,1925,-30.11667,28.7,"(-30.11667, 28.7)"
Quenggouk,22358,H4,6045,1857,17.76667,95.18333,"(17.76667, 95.18333)"
Quesa,22360,"Iron, IAB-ung",10750,1898,39,-0.66667,"(39.0, -0.66667)"
Quija,22361,H,17450,1990,44.61667,126.13333,"(44.61667, 126.13333)"
Quincay,22363,L6,65,1851,46.6,0.25,"(46.6, 0.25)"
Raco,22368,H5,5000,1957,-26.66667,-65.45,"(-26.66667, -65.45)"
Raghunathpura,22371,"Iron, IIAB",10200,1986,27.72528,76.465,"(27.72528, 76.465)"
Rahimyar Khan,31302,L5,67225,1983,28.225,70.2,"(28.225, 70.2)"
Rakovka,22376,L6,9000,1878,52.98333,37.03333,"(52.98333, 37.03333)"
Ramnagar,22384,L6,3766,1940,26.45,82.9,"(26.45, 82.9)"
Rampurhat,22385,LL,100,1916,24.16667,87.76667,"(24.16667, 87.76667)"
Ramsdorf,22386,L6,4682,1958,51.88333,6.93333,"(51.88333, 6.93333)"
Ranchapur,22387,H4,290.4,1917,23.98333,87.08333,"(23.98333, 87.08333)"
Rancho de la Presa,22390,H5,300,1899,19.86667,-100.81667,"(19.86667, -100.81667)"
Rangala,22392,L6,3224.5,1937,25.38333,72.01667,"(25.38333, 72.01667)"
Raoyang,22394,L6,4910,1919,38.2,115.7,"(38.2, 115.7)"
Ras Tanura,22395,H6,6.1,1961,26.66667,50.15,"(26.66667, 50.15)"
Rasgrad,22396,Stone-uncl,24700,1740,43.5,26.53333,"(43.5, 26.53333)"
Ratyn,22398,Stone-uncl,910,1880,52.2,17.98333,"(52.2, 17.98333)"
Red Canyon Lake,53502,H5,18.41,2007,38.13742,-119.75812,"(38.13742, -119.75812)"
Reliegos,22584,L5,17300,1947,42.475,-5.33333,"(42.475, -5.33333)"
Rembang,22585,"Iron, IVA",10000,1919,-6.73333,111.36667,"(-6.73333, 111.36667)"
Renazzo,22586,CR2,1000,1824,44.76667,11.28333,"(44.76667, 11.28333)"
Renca,22587,L5,300,1925,-32.75,-65.28333,"(-32.75, -65.28333)"
Renqiu,22589,L6,355,1916,38.66667,116.13333,"(38.66667, 116.13333)"
Repeev Khutor,22590,"Iron, IIF",7000,1933,48.6,45.66667,"(48.6, 45.66667)"
Revelstoke,22592,CI1,1,1965,51.33333,-118.95,"(51.33333, -118.95)"
Rewari,22593,L6,3332,1929,28.2,76.66667,"(28.2, 76.66667)"
Rich Mountain,22597,L6,668,1903,35.03333,-83.03333,"(35.03333, -83.03333)"
Uzcudun,24140,L,20000,1948,-44.11667,-66.15,"(-44.11667, -66.15)"
Richardton,22599,H5,90000,1918,46.88333,-102.31667,"(46.88333, -102.31667)"
Richland Springs,22602,OC,1900,1980,31.25,-99.03333,"(31.25, -99.03333)"
Richmond,22603,LL5,1800,1828,37.46667,-77.5,"(37.46667, -77.5)"
Rio Negro,22611,L4,1310,1934,-26.1,-49.8,"(-26.1, -49.8)"
Rivolta de Bassi,22614,Stone-uncl,103.3,1490,45.48333,9.51667,"(45.48333, 9.51667)"
Rochester,22637,H6,340,1876,41.08333,-86.28333,"(41.08333, -86.28333)"
Rockhampton,22640,Stone-uncl,1641,1895,-23.38333,150.51667,"(-23.38333, 150.51667)"
Roda,22641,Diogenite,400,1871,42.3,0.55,"(42.3, 0.55)"
Rodach,22642,Stone-uncl,2900,1775,50.35,10.8,"(50.35, 10.8)"
Rose City,22766,H5,10600,1921,44.51667,-83.95,"(44.51667, -83.95)"
Rowton,22773,"Iron, IIIAB",3500,1876,52.76667,-2.51667,"(52.76667, -2.51667)"
Ruhobobo,22780,L6,465.5,1976,-1.45,29.83333,"(-1.45, 29.83333)"
Rumuruti,22782,R3.8-6,67,1934,0.26667,36.53333,"(0.26667, 36.53333)"
Rupota,22783,L4-6,6000,1949,-10.26667,38.76667,"(-10.26667, 38.76667)"
Ryechki,22791,L5,13000,1914,51.13333,34.5,"(51.13333, 34.5)"
Sabetmahet,22792,H5,1250,1855,27.43333,82.08333,"(27.43333, 82.08333)"
Sabrum,22793,LL6,478,1999,23.08333,91.66667,"(23.08333, 91.66667)"
Sagan,22796,Stone-uncl,,1636,51.53333,14.88333,"(51.53333, 14.88333)"
Saint-Sauveur,23101,EH5,14000,1914,43.73333,1.38333,"(43.73333, 1.38333)"
Saint-Séverin,23102,LL6,271000,1966,45.3,0.23333,"(45.3, 0.23333)"
Sakauchi,23103,Iron,4180,1913,35.66667,136.3,"(35.66667, 136.3)"
Salem,23107,L6,61.4,1981,44.97917,-122.96944,"(44.97917, -122.96944)"
Salles,23111,L5,9000,1798,46.05,4.63333,"(46.05, 4.63333)"
Salzwedel,23114,LL5,43,1985,52.75,11.05,"(52.75, 11.05)"
Samelia,23115,"Iron, IIIAB",2462,1921,25.66667,74.86667,"(25.66667, 74.86667)"
San Juan Capistrano,23128,H6,56,1973,33.48472,-117.6625,"(33.48472, -117.6625)"
San Michele,31315,L6,237,2002,43.66667,13,"(43.66667, 13.0)"
San Pedro de Quiles,23130,L6,282,1956,-31.01667,-71.4,"(-31.01667, -71.4)"
San Pedro Jacuaro,34063,LL6,460,1968,19.76667,-100.65,"(19.76667, -100.65)"
Santa Barbara,23161,L4,400,1873,-29.2,-51.86667,"(-29.2, -51.86667)"
Santa Cruz,23164,CM2,60,1939,24.16667,-99.33333,"(24.16667, -99.33333)"
Santa Isabel,23165,L6,5500,1924,-33.9,-61.7,"(-33.9, -61.7)"
Santa Lucia (2008),50909,L6,4000,2008,-31.535556,-68.489444,"(-31.535556, -68.489444)"
São Jose do Rio Preto,23171,H4,927,1962,-20.81,-49.38056,"(-20.81, -49.38056)"
Saratov,23176,L4,200000,1918,52.55,46.55,"(52.55, 46.55)"
Sasagase,23187,H,695,1688,34.71667,137.78333,"(34.71667, 137.78333)"
Sauguis,23188,L6,4000,1868,43.15,-0.85,"(43.15, -0.85)"
Savtschenskoje,23190,LL4,2500,1894,47.21667,29.86667,"(47.21667, 29.86667)"
Sayama,23192,CM2,430,1986,35.86667,139.4,"(35.86667, 139.4)"
Sazovice,23455,L5,412,1934,49.23333,17.56667,"(49.23333, 17.56667)"
Schellin,23457,L,7000,1715,53.35,15.05,"(53.35, 15.05)"
Schenectady,23458,H5,283.3,1968,42.86083,-73.95028,"(42.86083, -73.95028)"
Schönenberg,23460,L6,8000,1846,48.11667,10.46667,"(48.11667, 10.46667)"
Searsmont,23472,H5,5400,1871,44.36667,-69.2,"(44.36667, -69.2)"
Sediköy,23473,L6,240,1917,38.3,27.13333,"(38.3, 27.13333)"
Segowlie,23476,LL6,6930,1853,26.75,84.78333,"(26.75, 84.78333)"
Selakopi,23481,H5,1590,1939,-7.23333,107.33333,"(-7.23333, 107.33333)"
Seldebourak,23483,H5,150,1947,22.83333,4.98333,"(22.83333, 4.98333)"
Semarkona,23487,LL3.00,691,1940,22.25,79,"(22.25, 79.0)"
Sena,23495,H4,4000,1773,41.71667,-0.05,"(41.71667, -0.05)"
Senboku,23496,H6,866,1993,39.43833,140.51167,"(39.43833, 140.51167)"
Seoni,23500,H6,20000,1966,21.68389,79.50083,"(21.68389, 79.50083)"
Seres,23501,H4,8500,1818,41.05,23.56667,"(41.05, 23.56667)"
Serra de Magé,23502,Eucrite-cm,1800,1923,-8.38333,-36.76667,"(-8.38333, -36.76667)"
Sete Lagoas,23504,H4,350,1908,-19.46667,-44.21667,"(-19.46667, -44.21667)"
Sevilla,23508,LL4,180,1862,37.41667,-6,"(37.41667, -6.0)"
Sevrukovo,23509,L5,101000,1874,50.61667,36.6,"(50.61667, 36.6)"
Sfax,23512,L6,7000,1989,34.75,10.71667,"(34.75, 10.71667)"
Shalka,23521,Diogenite,4000,1850,23.1,87.3,"(23.1, 87.3)"
Sharps,23525,H3.4,1265,1921,37.83333,-76.7,"(37.83333, -76.7)"
Shelburne,23529,L5,18600,1904,44.05,-80.16667,"(44.05, -80.16667)"
Shergotty,23530,Martian (shergottite),5000,1865,24.55,84.83333,"(24.55, 84.83333)"
Sheyang,23531,L6,605,1976,33.65,120.06667,"(33.65, 120.06667)"
Shikarpur,23534,L6,3679.7,1921,25.85,87.5775,"(25.85, 87.5775)"
Shuangyang,23582,H5,3900,1971,43.5,125.66667,"(43.5, 125.66667)"
Shupiyan,23583,H6,5000,1912,33.71667,74.83333,"(33.71667, 74.83333)"
Shytal,23584,L6,3200,1863,24.33333,90.16667,"(24.33333, 90.16667)"
Siena,23586,LL5,3700,1794,43.11667,11.6,"(43.11667, 11.6)"
Sikhote-Alin,23593,"Iron, IIAB",23000000,1947,46.16,134.65333,"(46.16, 134.65333)"
Silao,23594,H5,1710,1995,20.93333,-101.38333,"(20.93333, -101.38333)"
Silistra,55584,Achondrite-ung,0.15,1917,44.11667,27.26667,"(44.11667, 27.26667)"
Simmern,23603,H5,1222,1920,49.98333,7.53333,"(49.98333, 7.53333)"
Sinai,23606,L6,1455,1916,30.9,32.48333,"(30.9, 32.48333)"
Sindhri,23611,H5,8400,1901,26.21667,69.55,"(26.21667, 69.55)"
Sinnai,23613,H6,2000,1956,39.3,9.2,"(39.3, 9.2)"
Sioux County,23614,Eucrite-mmict,4100,1933,42.58333,-103.66667,"(42.58333, -103.66667)"
Sitathali,23616,H5,1600,1875,20.91667,82.58333,"(20.91667, 82.58333)"
Sivas,23617,H6,40000,1989,39.82467,36.13583,"(39.82467, 36.13583)"
Sixiangkou,23619,L5,630,1989,32.43333,119.86667,"(32.43333, 119.86667)"
Ski,23621,L6,850,1848,59.73333,10.86667,"(59.73333, 10.86667)"
Slavetic,23626,H5,1708,1868,45.68333,15.6,"(45.68333, 15.6)"
Slobodka,23645,L4,2750,1818,55,35,"(55.0, 35.0)"
Soheria,23660,OC,72.9,1960,27.13333,84.06667,"(27.13333, 84.06667)"
Soko-Banja,23661,LL4,80000,1877,43.66667,21.86667,"(43.66667, 21.86667)"
Sologne,23663,H5,54,1860,47.36667,1.73333,"(47.36667, 1.73333)"
Sołtmany,53829,L6,1066,2011,54.00883,22.005,"(54.00883, 22.005)"
Sone,23667,H5,17100,1866,35.16667,135.33333,"(35.16667, 135.33333)"
Songyuan,23668,L6,36900,1993,45.25,125,"(45.25, 125.0)"
Sopot,23670,OC,958,1927,44.41667,23.5,"(44.41667, 23.5)"
Soroti,23671,"Iron, ungrouped",2050,1945,1.7,33.63333,"(1.7, 33.63333)"
St. Caprais-de-Quinsac,23081,L6,360,1883,44.75,0.05,"(44.75, 0.05)"
St. Christophe-la-Chartreuse,23082,L6,5500,1841,46.95,-1.5,"(46.95, -1.5)"
