id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,star_name,constellation
13221,13254.0,17584.0,840.0,,16    Per,,2.843063,38.318644,37.0233,195.68,-108.92,14.0,4.22,1.378,F2III,0.343,21.366064,19.67884,22.955795,-6.61e-06,4.165e-05,-6.46e-06,0.7443122629798385,0.668786495483225,9.486834101e-07,-5.2805906e-07,,16.0,Per,1,13221,,24.479356661960654,,,,,Perseus
13234,13268.0,17506.0,834.0,,15Eta Per,Miram,2.844945,55.895496,269.5418,16.64,-13.76,-1.0,3.77,-3.383,K3Ib comp SB,1.69,111.116108,102.442422,223.184985,-4.21e-06,2.569e-05,-1.093e-05,0.7448048908887189,0.9755604422843326,8.06729964e-08,-6.6710362e-08,Eta,15.0,Per,1,13234,,1964.264645879858,,,,Miram,Perseus
13667,13701.0,18322.0,874.0,,3Eta Eri,Azha,2.940458,-8.898144,41.8585,77.73,-219.99,-20.0,3.89,0.781,K1III-IV,1.088,29.694338,28.782724,-6.474577,-3.045e-05,-7.54e-06,-4.094e-05,0.7698101253996465,-0.1553019172391312,3.768456739e-07,-1.066541615e-06,Eta,3.0,Eri,1,13667,,42.42286549229506,,,,Azha,Eridanus
13813,13847.0,18622.0,897.0,,The1Eri,Acamar,2.971023,-40.304672,49.4315,-53.53,25.71,12.0,2.88,-0.59,A4III+...,0.128,26.85749,26.453029,-31.974932,1.851e-05,2.3e-07,-3.24e-06,0.777812118193322,-0.7034492363510262,-2.595207632e-07,1.24645597e-07,The-1,,Eri,1,13813,,149.96848355023724,,,,Acamar,Eridanus
13920,13954.0,18604.0,896.0,,91Lam Cet,,2.99525,8.907365,176.6784,9.22,-14.92,10.0,4.71,-1.526,B6III,-0.109,123.577264,123.270329,27.356434,2.98e-06,1.412e-05,-1.104e-05,0.7841547361234368,0.1554628430757412,4.46998213e-08,-7.2334201e-08,Lam,91.0,Cet,1,13920,,355.1403349828821,,,,,Whale
14100,14135.0,18884.0,911.0,,92Alp Cet,Menkar,3.037992,4.089734,76.3942,-11.81,-78.76,-26.0,2.54,-1.875,M2III,1.63,53.342561,54.414384,5.448321,-1.399e-05,-2.052e-05,-3.099e-05,0.7953445140056629,0.0713793229065275,-5.72564957e-08,-3.81839254e-07,Alp,92.0,Cet,1,14100,,489.7788193684461,Alp,2.561,2.521,Menkar,Whale
14112,14146.0,18978.0,919.0,Gl 121,11Tau3Eri,,3.039863,-23.624472,27.1739,-145.96,-55.76,-9.8,4.08,1.909,A4V,0.163,17.419759,17.787178,-10.889644,5.25e-06,-2.212e-05,-2.71e-06,0.7958343542020788,-0.412324813405945,-7.076340481e-07,-2.70332108e-07,Tau-3,11.0,Eri,1,14112,,15.010667325703686,,,,,Eridanus
14206,14240.0,19319.0,934.0,,Mu  Hor,,3.060239,-59.737775,43.4028,-72.81,-63.89,17.0,5.12,1.932,F0IV,0.349,15.220957,15.708683,-37.488345,9.02e-06,-1.271e-05,-2.179e-05,0.801168756312643,-1.042620864290275,-3.529928408e-07,-3.0974746e-07,Mu,,Hor,1,14206,,14.69602898979651,,,,,Clock
14292,14328.0,18925.0,915.0,,23Gam Per,,3.079942,53.50644,74.5712,0.5,-4.19,3.0,2.91,-1.453,G8III+...,0.716,30.696986,32.009546,59.949578,1.98e-06,2.32e-06,1.57e-06,0.8063268792105985,0.9338635492551862,2.4240684e-09,-2.0313693e-08,Gam,23.0,Per,1,14292,,332.04733579750683,Gam,2.922,2.902,,Perseus
14318,14354.0,19058.0,921.0,,25Rho Per,,3.08627,38.840274,94.3396,128.69,-106.61,28.0,3.32,-1.553,M3IIIvar,1.528,50.772204,53.119196,59.165375,-6.01e-06,7.889e-05,-2.002e-05,0.8079835981838482,0.67789065947619,6.239067255e-07,-5.16859864e-07,Rho,25.0,Per,1,14318,,364.0826637894008,Rho,3.462,3.262,,Perseus
14540,14576.0,19356.0,936.0,,26Bet Per,Algol,3.136148,40.955648,27.571,2.39,-1.44,4.0,2.09,-0.112,B8V,-0.003,14.189428,15.238793,18.072114,1.96e-06,2.57e-06,2.54e-06,0.821041501386661,0.7148108979134763,1.1587047e-08,-6.981317e-09,Bet,26.0,Per,1,14540,,96.56060985415496,Bet,2.213,2.073,Algol,Perseus
14843,14879.0,20010.0,963.0,Gl 127A,Alp For,Dalim,3.201249,-28.987618,14.2369,371.49,612.26,-20.0,3.8,3.033,F8V,0.543,8.329775,9.25728,-6.899408,-1.733e-05,1.907e-05,4.687e-05,0.8380850470504916,-0.5059293771979,1.8010343419e-06,2.96832024e-06,Alp,,For,1,14843,Gl 127,5.330893422367013,,,,Dalim,Furnace
15159,15197.0,20320.0,984.0,,13Zet Eri,Zibal,3.263896,-8.81973,33.6474,-3.82,45.52,-4.0,4.8,2.165,A5m,0.232,21.831836,25.077889,-5.15902,-1.44e-06,-2.6e-06,7.96e-06,0.8544858979510274,-0.1539333249871137,-1.85198826e-08,2.20687187e-07,Zet,13.0,Eri,1,15159,,11.857687481671595,,,,Zibal,Eridanus
15436,15474.0,20720.0,1003.0,,16Tau4Eri,,3.325278,-21.757864,93.3707,51.35,32.2,42.0,3.7,-1.151,M3/M4III,1.614,55.881991,66.313063,-34.611249,1.142e-05,4.962e-05,-2.39e-06,0.8705556573284685,-0.3797463610374562,2.48951825e-07,1.56110005e-07,Tau-4,16.0,Eri,1,15436,,251.420103015902,Tau-4,3.73,3.66,,Eridanus
15471,15510.0,20794.0,1008.0,Gl 139,,82 G. Eri,3.331944,-43.069784,6.0434,3038.08,726.34,86.7,4.26,5.354,G8V,0.711,2.839238,3.381499,-4.127499,-1.715e-05,0.00011797,-4.501e-05,0.8723007989903294,-0.7517095357877388,1.47290274662e-05,3.521395687e-06,,,Eri,1,15471,,0.6286370884130494,,,,,Eridanus
15824,15863.0,20902.0,1017.0,,33Alp Per,Mirfak,3.405378,49.86118,155.2795,24.11,-26.01,-2.0,1.79,-4.166,F5Ib,0.481,62.885098,77.880689,118.708804,-5.55e-06,2.202e-05,-1.419e-05,0.8915260037750609,0.8702417516246674,1.168885784e-07,-1.26100038e-07,Alp,33.0,Per,1,15824,,4040.173353730007,,,,Mirfak,Perseus
15861,15900.0,21120.0,1030.0,,1Omi Tau,,3.413554,9.02887,89.2061,-74.25,-80.31,-21.0,3.61,-1.142,G8III,0.887,55.200207,68.663325,13.999272,1.515e-05,-3.24e-05,-3.767e-05,0.8936663372261192,0.1575835061536725,-3.599741578e-07,-3.89353866e-07,Omi,1.0,Tau,1,15861,,249.344618809783,,,,,Bull
16187,16228.0,21291.0,1035.0,,,,3.484482,59.94033,595.2381,-0.82,-1.85,-7.0,4.21,-4.663,B9Ia,0.419,182.465205,235.803468,515.18103,2.5e-06,-6.3e-07,-8.87e-06,0.9122351602146184,1.0461561135207862,-3.9754722e-09,-8.969053e-09,,,Cam,1,16187,,6385.574850788397,CS,4.242,4.182,,Giraffe
16496,16537.0,22049.0,1084.0,Gl 144,18Eps Eri,Ran,3.548848,-9.458262,3.2161,-976.44,17.97,16.9,3.72,6.183,K2V,0.881,1.89897,2.541426,-0.528523,2.243e-05,4.58e-06,-2.56e-06,0.9290861752463538,-0.1650778156910925,-4.7339147024e-06,8.7121018e-08,Eps,18.0,Eri,1,16496,,0.2929543829769431,Eps,3.735,3.715,Ran,Eridanus
16570,16611.0,22203.0,1088.0,,19Tau5Eri,,3.563132,-21.632883,89.9281,44.91,-27.47,14.0,4.26,-0.509,B9V,-0.106,49.785855,67.151682,-33.152769,-1.043e-05,1.881e-05,-1.641e-05,0.9328256951359596,-0.3775650293102825,2.177298239e-07,-1.33178318e-07,Tau-5,19.0,Eri,1,16570,,139.1874248839297,,,,,Eridanus
17316,17358.0,22928.0,1122.0,,39Del Per,,3.715416,47.787551,158.2278,23.83,-41.93,4.0,3.01,-2.986,B5III SB,-0.125,59.860731,87.855481,117.192812,-1.4e-07,3.225e-05,-1.858e-05,0.9726935148971256,0.83405011127921,1.155311001e-07,-2.03282376e-07,Del,39.0,Per,1,17316,,1362.6991969948704,Del,3.02,3.0,,Perseus
17336,17378.0,23249.0,1136.0,Gl 150,23Del Eri,Rana,3.720806,-9.763395,9.0408,-91.71,742.23,-5.1,3.52,3.739,K0IV,0.915,5.006502,7.370189,-1.533131,3.54e-06,-1.95e-06,3.294e-05,0.9741048015520188,-0.1704033817149162,-4.446226264e-07,3.598432581e-06,Del,23.0,Eri,1,17336,,2.782274657675122,Del,3.531,3.511,Rana,Eridanus
17398,17440.0,23817.0,1175.0,Gl 154.2,Bet Ret,,3.736593,-64.806903,29.8597,308.39,78.72,50.8,3.84,1.465,K0IV SB,1.133,7.098485,10.543736,-27.019807,-1.892e-05,5.183e-05,-4.216e-05,0.9782377562729578,-1.1310938276033713,1.4951169095e-06,3.81645329e-07,Bet,,Ret,1,17398,,22.59435770220978,,,,,Reticle
17406,17448.0,23180.0,1131.0,,38Omi Per,Atik,3.738648,32.288248,343.6426,8.11,-10.32,19.0,3.84,-3.841,B1III,0.022,162.113525,241.065988,183.56674,3.08e-06,2.879e-05,-4.15e-06,0.978775637035908,0.5635362392132537,3.93183895e-08,-5.0032771e-08,Omi,38.0,Per,1,17406,,2995.021883751126,Omi,3.862,3.822,Atik,Perseus
17609,17651.0,23754.0,1173.0,Gl 155,27Tau6Eri,,3.780804,-23.249723,17.6274,-159.86,-528.54,6.9,4.22,2.989,F3/F5V,0.434,8.889125,13.538595,-6.958253,5.19e-06,-1.698e-05,-4.428e-05,0.9898122695474398,-0.4057842092994863,-7.750231497e-07,-2.562434227e-06,Tau-6,27.0,Eri,1,17609,,5.551367774352111,,,,,Eridanus
17637,17678.0,24512.0,1208.0,,Gam Hyi,,3.787295,-74.238962,65.6168,51.07,115.27,16.0,3.26,-0.825,M2III,1.59,9.756821,14.915528,-63.149939,8.16e-06,4.214e-05,-5.79e-06,0.9915114594505332,-1.2957143241086213,2.475943467e-07,5.58844729e-07,Gam,,Hyi,1,17637,,186.20871366628677,,,,,Lesser Water Snake
17757,17797.0,24071.0,1189.0,,,,3.809963,-37.620155,50.7357,75.83,-10.69,16.0,4.3,0.773,A+...,-0.038,21.799174,33.760304,-30.970368,-9.51e-06,1.966e-05,-1.207e-05,0.9974460047993722,-0.6565955644825925,3.67634214e-07,-5.1826582e-08,,,Eri,1,17757,,42.73660314969305,,,,,Eridanus
17805,17847.0,23850.0,1178.0,,27    Tau,Atlas,3.819373,24.053415,117.2333,17.77,-44.7,9.0,3.62,-1.725,B8III,-0.07,57.849417,90.077197,47.782936,1.64e-06,2.124e-05,-1.945e-05,0.9999094198246716,0.4198112957724937,8.6151391e-08,-2.16711715e-07,,27.0,Tau,1,17805,,426.5795188015925,,,,Atlas,Bull
17833,17874.0,24160.0,1195.0,,,,3.824237,-36.20025,64.3501,-49.42,-56.63,2.0,4.17,0.127,G8III,0.927,28.005042,43.7289,-38.005771,8.25e-06,-1.571e-05,-1.546e-05,1.001182820544442,-0.6318135533123862,-2.395949209e-07,-2.74549987e-07,,,Eri,1,17833,,77.481853277562,,,,,Eridanus
17917,17959.0,23401.0,1148.0,,Gam Cam,,3.839302,71.332266,110.011,18.27,-42.0,-1.0,4.59,-0.617,A2IVn,0.064,18.873061,29.727281,104.223388,2.97e-06,2.286e-05,-8.14e-06,1.0051268570352705,1.2449828973097314,8.85754594e-08,-2.03621745e-07,Gam,,Cam,1,17917,,153.74464569916873,,,,,Giraffe
18201,18246.0,24398.0,1203.0,,44Zet Per,,3.9022,31.883635,230.4147,4.41,-9.15,20.0,2.84,-3.973,B1Ib,0.271,102.130978,166.878316,121.704179,7.68e-06,2.199e-05,2.13e-06,1.021593644077479,0.5564744158460538,2.13802833e-08,-4.4360451e-08,Zet,44.0,Per,1,18201,,3382.2055666965434,,,,,Perseus
18458,18505.0,24479.0,1204.0,,,,3.957067,63.072264,110.6195,7.58,6.01,5.0,4.95,-0.269,B9.5V,-0.074,25.533963,43.100035,98.625998,-3.78e-06,1.59e-06,6.02e-06,1.0359576245526736,1.1008186729513925,3.6748877e-08,2.9137302e-08,,,Cam,1,18458,,111.5835052288668,,,,,Giraffe
18485,18532.0,24760.0,1220.0,,45Eps Per,,3.96423,40.010215,195.6947,12.61,-24.06,1.0,2.9,-3.558,B0.5V,-0.199,76.156467,129.09969,125.816858,-2.45e-06,1.939e-05,-1.682e-05,1.0378330199312948,0.6983099793460038,6.11350051e-08,-1.16646171e-07,Eps,45.0,Per,1,18485,,2307.809729698403,Eps,2.916,2.886,,Perseus
18550,18597.0,25422.0,1247.0,,Del Ret,,3.979095,-61.400185,161.2903,9.79,-14.39,-1.0,4.56,-1.478,M2III,1.59,38.96927,66.651739,-141.610379,-1.184e-05,-5.09e-06,-4.49e-06,1.0417247183035192,-1.07163539744102,4.74632593e-08,-6.9764688e-08,Del,,Ret,1,18550,,339.7817118270833,,,,,Reticle
18567,18614.0,24912.0,1228.0,,46Xi  Per,Menkib,3.98275,35.791033,381.6794,1.92,2.3,70.0,3.98,-3.928,O7.5Iab:,0.016,156.01015,267.421217,223.218208,2.494e-05,4.98e-05,4.532e-05,1.0426815704486982,0.6246713605687475,9.3084227e-09,1.1150714e-08,Xi,46.0,Per,1,18567,,3244.890156605363,Xi,3.99,3.97,Menkib,Perseus
18677,18724.0,25204.0,1239.0,,35Lam Tau,,4.011338,12.490347,148.368,-8.15,-11.98,18.0,3.41,-2.447,B3V + A,-0.099,72.055648,125.663969,32.088342,1.495e-05,1.429e-05,-4.43e-06,1.050165762267244,0.2179976717940675,-3.9512315e-08,-5.8080678e-08,Lam,35.0,Tau,1,18677,,829.468695095263,Lam,3.493,3.393,,Bull
19697,19747.0,26967.0,1326.0,,Alp Hor,,4.233363,-42.294368,35.2609,41.89,-203.65,22.0,3.85,1.114,K1III,1.085,11.637776,23.342255,-23.728596,-9.43e-06,-2.87e-06,-4.089e-05,1.1082917630239444,-0.7381759740767749,2.030884508e-07,-9.8732306e-07,Alp,,Hor,1,19697,,31.21763510848165,,,,,Clock
19730,19780.0,27256.0,1336.0,,Alp Ret,Rhombus,4.240404,-62.473858,49.554,41.64,49.72,36.0,3.33,-0.145,G7III,0.915,10.180685,20.514413,-43.944776,3.31e-06,2.918e-05,-2.713e-05,1.110135242418645,-1.0903745178180912,2.018764166e-07,2.41049361e-07,Alp,,Ret,1,19730,,99.54054173515264,,,,,Reticle
19843,19893.0,27290.0,1338.0,Gl 167.1,Gam Dor,,4.267097,-51.486648,20.4625,100.57,184.23,25.2,4.26,2.705,F4III,0.312,5.584439,11.453148,-16.011327,4.33e-06,3.165e-05,-8.79e-06,1.1171234452997871,-0.8986115267428738,4.875771185e-07,8.93172243e-07,Gam,,Dor,1,19843,,7.211074791828994,Gam,4.287,4.217,,Swordfish
19871,19921.0,27442.0,1355.0,Gl 167.3,Eps Ret,,4.274738,-59.302156,18.2382,-47.99,-167.81,29.3,4.44,3.135,K2IV,1.078,4.063966,8.377204,-15.682734,4.93e-06,4.3e-07,-3.334e-05,1.1191236962067537,-1.0350178787010738,-2.326620853e-07,-8.13565837e-07,Eps,,Ret,1,19871,,4.8528850016212095,,,,,Reticle
19992,20042.0,27376.0,1347.0,,41Ups4Eri,,4.298237,-33.798348,54.5554,62.31,-6.75,18.0,3.55,-0.134,B9V,-0.108,19.536379,40.910335,-30.347713,-8.71e-06,2.001e-05,-1.172e-05,1.125275935264788,-0.5898924503430762,3.020874044e-07,-3.2724923e-08,Ups-4,41.0,Eri,1,19992,,98.53715068586186,,,,,Eridanus
20155,20205.0,27371.0,1346.0,,54Gam Tau,Prima Hyadum,4.329889,15.627642,49.5295,115.29,-23.86,39.0,3.65,0.176,G8III,0.981,20.197375,43.211662,13.342572,-8.16e-06,4.792e-05,5.23e-06,1.133562340739808,0.27275381183024,5.589416923e-07,-1.15676544e-07,Gam,54.0,Tau,1,20155,,74.06277836681546,,,,Prima Hyadum,Bull
20405,20455.0,27697.0,1373.0,,61Del1Tau,Secunda Hyadum,4.382247,17.542514,47.7099,107.75,-28.84,39.0,3.77,0.377,G8III,0.983,18.695965,41.472036,14.380508,-6.26e-06,4.675e-05,5.66e-06,1.147269650883982,0.3061746305726813,5.223867408e-07,-1.39820265e-07,Del-1,61.0,Tau,1,20405,,61.54602373713163,,,,Secunda Hyadum,Bull
20483,20535.0,28028.0,1393.0,,43    Eri,Beemim,4.400613,-34.016846,90.8265,73.77,57.57,24.0,3.97,-0.821,K4III,1.468,30.609599,68.780131,-50.811792,-1.564e-05,4.475e-05,7.28e-06,1.1520779014117062,-0.5937059698116938,3.576470521e-07,2.79107235e-07,,43.0,Eri,1,20483,,185.5239575549284,,,,Beemim,Eridanus
20597,20648.0,27962.0,1389.0,,68Del3Tau,,4.424828,17.92791,45.5373,108.26,-32.47,35.0,4.3,1.008,A2IV,0.049,17.36483,39.694452,14.017394,-7.36e-06,4.28e-05,4.2e-06,1.1584172415187926,0.3129010605837325,5.248592906e-07,-1.57419002e-07,Del-3,68.0,Tau,1,20597,,34.419138826842904,V776,4.309,4.299,,Bull
20837,20889.0,28305.0,1409.0,,74Eps Tau,Ain,4.476943,19.180431,44.964,107.23,-36.77,39.0,3.53,0.266,K0III,1.014,16.488448,39.136798,14.772771,-5.89e-06,4.622e-05,5.53e-06,1.1720610098249595,0.3347616811725875,5.198657097e-07,-1.7826599e-07,Eps,74.0,Tau,1,20837,,68.17105263058534,,,,Ain,Bull
20842,20894.0,28319.0,1412.0,,78The2Tau,Chamukuy,4.477705,15.870883,46.1042,108.66,-26.39,40.0,3.4,0.081,A7III,0.179,17.209733,40.871602,12.608233,-6.49e-06,4.718e-05,5.51e-06,1.1722604464872712,0.2769991565046125,5.267985453e-07,-1.2794233e-07,The-2,78.0,Tau,1,20842,,80.83510373900673,The-2,3.411,3.391,Chamukuy,Bull
21008,21060.0,28873.0,1443.0,,Del Cae,,4.513916,-44.953749,215.9827,2.44,-2.48,14.0,5.07,-1.602,B2IV-V,-0.194,57.976821,141.4236,-152.599589,7.8e-07,8.65e-06,-1.195e-05,1.181740552507721,-0.7845909392045662,1.18294538e-08,-1.2023379e-08,Del,,Cae,1,21008,,380.8903764981352,,,,,Engraving Tool
21228,21281.0,29305.0,1465.0,,Alp Dor,,4.566598,-55.044975,51.7063,58.06,12.73,26.0,3.3,-0.268,A0V:,-0.079,10.857822,27.56288,-42.378779,-7e-06,2.194e-05,-1.997e-05,1.1955325219747006,-0.9607160429781664,2.814828229e-07,6.1716781e-08,Alp,,Dor,1,21228,,111.48078033638414,Alp,3.313,3.273,,Swordfish
21340,21393.0,29291.0,1464.0,,52Ups2Eri,Theemin,4.592512,-30.562341,65.5738,-48.92,-12.75,-4.0,3.81,-0.274,G8III,0.957,20.338212,52.67393,-33.342657,1.25e-05,-1.081e-05,-1.41e-06,1.2023168237550403,-0.5334134848702601,-2.371708525e-07,-6.1813744e-08,Ups-2,52.0,Eri,1,21340,,112.0985512875314,,,,Theemin,Eridanus
21368,21421.0,29139.0,1457.0,Gl 171.1A,87Alp Tau,Aldebaran,4.598677,16.509301,20.4332,62.78,-189.36,54.5,0.87,-0.682,K5III,1.538,7.02722,18.287604,5.806661,1.528e-05,5.709e-05,-2.14e-06,1.2039308112027507,0.2881416661221312,3.043660287e-07,-9.18043185e-07,Alp,87.0,Tau,1,21368,Gl 171.1,163.23000728189953,Alp,0.888,0.858,Aldebaran,Bull
21391,21444.0,29248.0,1463.0,,48Nu  Eri,,4.605317,-3.352459,207.0393,1.73,-4.54,15.0,3.93,-2.65,B2III SB,-0.21,73.800655,193.060106,-12.107266,3.75e-06,1.468e-05,-5.45e-06,1.205669195388671,-0.0585114475922337,8.3872767e-09,-2.2010541e-08,Nu,48.0,Eri,1,21391,,1000.0,Nu,3.979,3.859,,Eridanus
21541,21594.0,29503.0,1481.0,GJ 9160A,53    Eri,Sceptrum,4.63634,-14.30402,33.6814,-77.86,-178.06,41.8,3.86,1.223,K1III,1.082,11.405856,30.579706,-8.321655,2.388e-05,2.764e-05,-3.873e-05,1.2137910800855978,-0.2496522405183412,-3.774759317e-07,-8.63259239e-07,,53.0,Eri,1,21541,GJ 9160,28.235793691102995,,,,Sceptrum,Eridanus
21717,21770.0,29875.0,1502.0,Gl 174.1A,Alp Cae,,4.676039,-41.863752,20.1654,-141.18,-74.95,0.8,4.44,2.917,F2V,0.342,5.101798,14.124725,-13.457617,1.153e-05,-8.71e-06,-6e-06,1.2241841699754006,-0.7306603174687137,-6.844599542e-07,-3.63367853e-07,Alp,,Cae,1,21717,Gl 174.1,5.931984396649727,,,,,Engraving Tool
21808,21861.0,29992.0,1503.0,Gl 176.1,Bet Cae,,4.700965,-37.144297,28.6697,46.9,193.14,26.8,5.04,2.753,F3V,0.391,7.623137,21.544405,-17.311611,6.55e-06,3.805e-05,4.85e-06,1.2307097305541417,-0.6482902747700076,2.273776162e-07,9.36369142e-07,Bet,,Cae,1,21808,,6.899220098440472,,,,,Engraving Tool
21828,21881.0,29763.0,1497.0,,94Tau Tau,,4.704084,22.956926,122.1001,-2.84,-20.33,15.0,4.27,-1.164,B3V,-0.112,37.416474,106.020957,47.623853,7.85e-06,1.719e-05,-5.1e-06,1.2315262675238003,0.4006739445770663,-1.37687085e-08,-9.8562621e-08,Tau,94.0,Tau,1,21828,,254.4485615146634,,,,,Bull
21896,21949.0,30612.0,1541.0,,Mu  Men,,4.717764,-70.931027,150.6024,9.3,34.77,-1.0,5.53,-0.359,B9IV,-0.114,16.208289,46.456426,-142.338231,1.38e-06,2.457e-05,9.26e-06,1.2351078555171324,-1.237979967014985,4.50876723e-08,1.68569716e-07,Mu,,Men,1,21896,,121.22717925364972,,,,,Table Mountain
22056,22109.0,30211.0,1520.0,,57Mu  Eri,,4.758375,-3.254657,160.0,17.27,-13.51,9.0,4.01,-2.011,B5IV,-0.148,51.015593,151.376745,-9.083835,-9.95e-06,1.242e-05,-1.098e-05,1.2457397376140729,-0.05680448811037,8.37273226e-08,-6.5498328e-08,Mu,57.0,Eri,1,22056,,555.1367774352115,Mu,4.031,4.001,,Eridanus
22396,22449.0,30652.0,1543.0,Gl 178,1Pi 3Ori,Tabit,4.830669,6.961276,8.0684,463.44,11.62,24.4,3.19,3.656,F6V,0.484,2.413721,7.63677,0.977904,-9.83e-06,2.903e-05,3.48e-06,1.2646661966795605,0.1214971799343037,2.2468205212e-06,5.6335349e-08,Pi-3,1.0,Ori,1,22396,,3.003308878676558,,,,Tabit,Orion
22456,22509.0,30739.0,1544.0,,2Pi 2Ori,,4.843534,8.900176,68.8231,-0.87,-31.57,24.0,4.35,0.161,A1Vn,0.01,20.273136,64.902011,10.64789,7.99e-06,2.462e-05,-6.61e-06,1.2680341870935583,0.1553373717628174,-4.217879e-09,-1.53055678e-07,Pi-2,2.0,Ori,1,22456,,75.09309424540648,,,,,Orion
22496,22549.0,30836.0,1552.0,,3Pi 4Ori,,4.853434,5.605104,322.5806,-3.62,1.03,23.0,3.68,-3.863,B2III SB,-0.157,94.925539,306.683598,31.506969,1.228e-05,2.054e-05,3.9e-06,1.2706261564352666,0.097827518693825,-1.75502552e-08,4.99358e-09,Pi-4,3.0,Ori,1,22496,,3056.3282803659663,,,,,Orion
22648,22701.0,31109.0,1560.0,,61Ome Eri,,4.881575,-5.452695,72.0461,-18.01,25.03,-6.0,4.36,0.072,A9IV,0.257,20.70106,68.667532,-6.846096,4.5e-06,-6.87e-06,9.29e-06,1.2779933349942412,-0.09516748119744,-8.73149439e-08,1.21348864e-07,Ome,61.0,Eri,1,22648,,81.50795556116014,,,,,Eridanus
22677,22730.0,31139.0,1562.0,,5    Ori,,4.889659,2.508225,181.1594,29.67,-16.4,13.0,5.33,-0.96,M1III,1.632,51.872397,173.39311,7.928048,-2.098e-05,2.08e-05,-1.381e-05,1.2801097436369164,0.0437767852923737,1.43844219e-07,-7.9509443e-08,,5.0,Ori,1,22677,,210.86281499332887,,,,,Orion
22730,22783.0,30614.0,1542.0,,9Alp Cam,,4.900836,66.342678,100000.0,0.49,7.31,6.0,4.26,-15.74,O9.5Ia SB:,-0.008,11388.133562,38476.633833,91596.173902,-0.00114827,-0.00304264,0.00142758,1.2830359567863867,1.1578981650989502,2.375587e-09,3.543988e-08,Alp,9.0,Cam,1,22730,,172186857.49860096,,,,,Giraffe
22744,22797.0,31237.0,1567.0,,8Pi 5Ori,,4.904193,2.440672,411.5226,1.43,0.23,23.0,3.71,-4.362,B2III SB,-0.179,116.339905,394.346209,17.52465,3.91e-06,2.333e-05,1.46e-06,1.2839148436623118,0.0425977627568712,6.9328356e-09,1.115071e-09,Pi-5,8.0,Ori,1,22744,,4839.494493016628,Pi-5,3.733,3.683,,Orion
22792,22845.0,31295.0,1570.0,,7Pi 1Ori,,4.914924,10.150833,35.6633,40.08,-128.37,13.0,4.64,1.879,A0V,0.085,9.83882,33.698243,6.285324,-1.89e-06,1.826e-05,-1.95e-05,1.2867241722415776,0.1771654583909412,1.943133232e-07,-6.22355321e-07,Pi-1,7.0,Ori,1,22792,,15.431210656577916,,,,,Orion
22961,23015.0,31398.0,1577.0,,3Iot Aur,Hassaleh,4.949894,33.16609,151.2859,3.63,-18.54,18.0,2.69,-3.209,K3IIvar,1.49,34.378539,121.884168,82.763748,3.64e-06,2.271e-05,-1.31e-06,1.2958792109889454,0.57885747451101,1.75987366e-08,-8.9884456e-08,Iot,3.0,Aur,1,22961,,1673.4009068393125,,,,Hassaleh,Charioteer
23069,23123.0,31767.0,1601.0,,10Pi 6Ori,,4.975806,1.714016,289.8551,-1.59,-7.93,14.0,4.47,-2.841,K2IIvar,1.369,76.757549,279.372806,8.669789,6.03e-06,1.353e-05,-1.071e-05,1.3026629865502966,0.029915218599915,-7.7085375e-09,-3.8445724e-08,Pi-6,10.0,Ori,1,23069,,1192.3396878859664,,,,,Orion
23398,23453.0,32068.0,1612.0,,8Zet Aur,Saclateni,5.041301,41.075837,240.9639,8.88,-21.43,13.0,3.69,-3.22,K4II comp,1.154,45.114162,175.957014,158.327189,-3.47e-06,2.822e-05,-1.013e-05,1.3198096307002298,0.7169086049137537,4.30514548e-08,-1.03895571e-07,Zet,8.0,Aur,1,23398,,1690.440931643265,Zet,3.716,3.676,Saclateni,Charioteer
23630,23685.0,32887.0,1654.0,,2Eps Lep,,5.091018,-22.371032,65.4022,19.27,-72.35,1.0,3.19,-0.888,K4III,1.46,14.257014,58.775516,-24.89227,-7.77e-06,-6.13e-06,-2.16e-05,1.3328252864564671,-0.3904481741735988,9.34235962e-08,-3.50762697e-07,Eps,2.0,Lep,1,23630,,197.33312795365023,,,,,Hare
23820,23875.0,33111.0,1666.0,GJ 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,-83.39,-75.44,-9.2,2.78,0.591,A3IIIvar,0.161,6.156194,26.585876,-2.429001,8.48e-06,-1.249e-05,-9.15e-06,1.3432479534963782,-0.0887752322551,-4.042861282e-07,-3.6574344e-07,Bet,67.0,Eri,1,23820,,50.53589947531675,,,,Cursa,Eridanus
23917,23972.0,33328.0,1679.0,,69Lam Eri,,5.15244,-8.754081,248.7562,0.0,-2.01,3.0,4.25,-2.729,B2IVn,-0.187,54.107143,239.830695,-37.859151,5.9e-07,2.6e-06,-2.86e-06,1.34890556,-0.1527875352665975,0.0,-9.744754e-09,Lam,69.0,Eri,1,23917,,1075.474208972789,Lam,4.266,4.186,,Eridanus
